,name,link,caption_top,caption_bottom,local_link,votes
15,Y U No,/Y-U-No,Mayans,Y u no finish calendar?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,483
16,Y U No,/Y-U-No,Ugly girl y u play hard to get,when u already hard to want,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,482
17,Y U No,/Y-U-No,Random Person,WHY U NO RATE THIS?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,467
18,Y U No,/Y-U-No,brain,y u so tired all day but no want sleep at night,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,466
19,Y U No,/Y-U-No,Y u no guy,y u sound asian in my head?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,463
20,Y U No,/Y-U-No,hands,y u no have same amount of fingers?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,461
21,Y U No,/Y-U-No,GOOGLE,Y U NO CHANGE YOUR LOGO FOR EASTER,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,450
22,Y U No,/Y-U-No,internet explorer,y u still a browser?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,433
23,Y U No,/Y-U-No,parents,y u no understand u cant pause online game,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,424
24,Y U No,/Y-U-No,Forever alone guy,y u no get cat,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,412
25,Y U No,/Y-U-No,zubats,y u no leave me alone,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,411
26,Y U No,/Y-U-No,TEAMMATES,Y U NO REVIVE ME?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,404
27,Y U No,/Y-U-No,Bad grades,y u no smoke weed and get high?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,393
28,Y U No,/Y-U-No,Ketchup Bottle,y u no stop farting all over my fries!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,391
29,Y U No,/Y-U-No,HarRY Potter,Y U NO use gun to kill voldemort,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,376
30,Y U No,/Y-U-No,wal-mart,y u no sell walls,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,366
31,Y U No,/Y-U-No,,y u no just click the up button!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,345
32,Y U No,/Y-U-No,neighbor's free internet,y u no faster?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,339
33,Y U No,/Y-U-No,vegetables,y u no taste like bacon!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,337
34,Y U No,/Y-U-No,HEY TEACHER,Y U NO LEAVE THE KIDS ALONE!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,330
35,Y U No,/Y-U-No,Light!,Y u no travel faster than neutrinos!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,328
36,Y U No,/Y-U-No,"RIHANNA, IF YOU LIKE THE WAY IT HURTS",Y U NO date chris brown anymore?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,328
37,Y U No,/Y-U-No,SOPA,Y U SOPAKING STUPID!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,323
38,Y U No,/Y-U-No,RICK ASTLEY,Y U NO GIVE ME UP,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,322
39,Y U No,/Y-U-No,Meme Generator,y u no have me as logo instead of that frog?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,314
40,Y U No,/Y-U-No,repeated memes,y U no have delete button?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,308
41,Y U No,/Y-U-No,"AWESOME, FUNNY, INTELLIGENT GIRL, THAT SHARES ALL OF MY INTERESTS AND PASSIONS!",Y U NO AT LEAST AVERAGELY looking?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,301
42,Y U No,/Y-U-No,ROOM,Y U NO HAVE CTRL-F,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,301
43,Y U No,/Y-U-No,ChIP bAG,Y U NO FILLED TO THE TOP,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,296
44,Y U No,/Y-U-No,POKEMON,Y U NO HAVE MULTIPLE SAVE SLOTS?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,293
45,Y U No,/Y-U-No,Facebook Game requests,Y U NO leave me alone?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,281
46,Y U No,/Y-U-No,Justin  bieber,Y u no choose a gender,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,275
47,Y U No,/Y-U-No,commercials,y u no use inside voice,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,272
48,Y U No,/Y-U-No,Dogs,why u no eat homework?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,268
49,Y U No,/Y-U-No,public breastfeeding women,y u no wink back?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,267
50,Y U No,/Y-U-No,fastfood,y u no make me fast??,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,261
51,Y U No,/Y-U-No,Girl in heels,Y u no understand u no look sexy when u walk like bambi,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,260
52,Y U No,/Y-U-No,sleep 10 hrs,y u no feel rested,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,259
53,Y U No,/Y-U-No,real slim shady,why y u no stand up,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,253
54,Y U No,/Y-U-No,LAST DROP OF URINE,Y  U NO LEAVE MY UNDERWEAR ALONE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,250
55,Y U No,/Y-U-No,internet explorer users,y U NO USE FIREFOX OR CHROME,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,247
56,Y U No,/Y-U-No,YOuTUBE,y u change,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,244
57,Y U No,/Y-U-No,batman,y u so serious?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,238
58,Y U No,/Y-U-No,Anonymous,y u no hack facebook?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,228
59,Y U No,/Y-U-No,Halloween girls,y u no slutty every day???,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,227
60,Y U No,/Y-U-No,i don't always create memes,but when i do i use the wrong ones,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,223
61,Y U No,/Y-U-No,meme generator,y u no stop telling me to log in,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,218
62,Y U No,/Y-U-No,Patriots,Y u no catch passes?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,209
63,Y U No,/Y-U-No,Mr. & mrs. bieber,Y u no use condom?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,208
64,Y U No,/Y-U-No,Americans,Y u no learn something about the rest of the world?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,208
65,Y U No,/Y-U-No,"MEME GEN ASK'S ""Y U NO LOG IN""","I ASK,Y U NO LET ME SIGN UP?",/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,205
66,Y U No,/Y-U-No,Justin Bieber,Y U NO DEAD,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,204
67,Y U No,/Y-U-No,Green land,Y U No Green?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,204
68,Y U No,/Y-U-No,meme makers,y u no make area between my hands blue too,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,202
69,Y U No,/Y-U-No,Harry pOTTER,"if u so magical, y u no fix eyesight?!",/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,200
70,Y U No,/Y-U-No,memegenerator.net,y u no keep old layout!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,198
71,Y U No,/Y-U-No,GIRLS,Y U SO COMPLICATED ??!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,195
72,Y U No,/Y-U-No,Stuffy nose,y u switch nostrils,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,192
73,Y U No,/Y-U-No,pop tarts frosting,y u no cover edges,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,191
74,Y U No,/Y-U-No,youtube's advertising,y u no let me skip u?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,191
75,Y U No,/Y-U-No,iphone charger cord,y u no reach bed?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,187
76,Y U No,/Y-U-No,internet,y u no let me sleep,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,186
77,Y U No,/Y-U-No,last 8 seasons of the simpsons,Y U NO FUNNY?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,185
78,Y U No,/Y-U-No,God,y u no take justin bieber insted of steve jobs?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,184
79,Y U No,/Y-U-No,Bob the builder,y u no help in japan,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,184
80,Y U No,/Y-U-No,KONY,y u no KIDNAP BIEBER,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,184
81,Y U No,/Y-U-No,pregnancy,y u no have ctrl-z ?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,182
82,Y U No,/Y-U-No,Adele,Y u no find someone like me?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,180
83,Y U No,/Y-U-No,MEME AUTHORS,Y U NO NOTICE WHITE SPACE BETWEEN MY ARMS?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,180
84,Y U No,/Y-U-No,MASTURBATION,Y U NO WORK IN SHOWER,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,179
85,Y U No,/Y-U-No,Commercials,y u no same volume as show,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,177
86,Y U No,/Y-U-No,NICE SONG,Y U NO MUSIC VIDEO?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,173
87,Y U No,/Y-U-No,cat,why u no point ass in other direction?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,173
88,Y U No,/Y-U-No,RANDOM BONERS,Y U ALWAYS APPEAR AT CLASS?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,172
89,Y U No,/Y-U-No,I 'like' all your pics,Y U No have sex with me?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,171
90,Y U No,/Y-U-No,black hole sun,y u no come?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,169
91,Y U No,/Y-U-No,girls,y u no stop making duck faces?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,169
92,Y U No,/Y-U-No,"rihanna, if you like the way it hurts",then y u no date chris brown anymore?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,165
93,Y U No,/Y-U-No,hey teacher,y u no leave them kids alone?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,165
94,Y U No,/Y-U-No,Invisible children,y u no invisible to kony ?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,163
95,Y U No,/Y-U-No,y u no select language?,y u no detect language?!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,161
96,Y U No,/Y-U-No,Victoria,y u no tell us your secret?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,160
97,Y U No,/Y-U-No,axe body spray,y u no get me laid?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,160
98,Y U No,/Y-U-No,youtube layout,y u no stay same?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,160
99,Y U No,/Y-U-No,fox news,y u no have news about foxes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,159
100,Y U No,/Y-U-No,Dora The explorer,y u no get gps?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,159
101,Y U No,/Y-U-No,USERS,Y U NO UPVOTE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,158
102,Y U No,/Y-U-No,Jason Russell,Y U NO MAsturbate at home?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,158
103,Y U No,/Y-U-No,nike,y u no just do it yourself?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,156
104,Y U No,/Y-U-No,bed is comfy in the morning,why u no comfy at night?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,155
105,Y U No,/Y-U-No,BODY!!!,Y U NO TOLERATE LACTOSE?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,151
106,Y U No,/Y-U-No,justin bieber,y u no stop singing,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,151
107,Y U No,/Y-U-No,"hey, soul sister",y u no recognise mister mister,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,149
108,Y U No,/Y-U-No,video,y u kill the radio star!?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,148
109,Y U No,/Y-U-No,1% germ,y u no die?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,148
110,Y U No,/Y-U-No,america,y u no vote for ron paul?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,147
111,Y U No,/Y-U-No,hey creator of this template...,y u no fill in the space between my arms blue,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,147
112,Y U No,/Y-U-No,THE REAL SLIM SHADY,Y U NO STAND UP?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,144
113,Y U No,/Y-U-No,bing,y u no do barrel roll?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,143
114,Y U No,/Y-U-No,Pedobear,Y u no take Justin Bieber with you?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,142
115,Y U No,/Y-U-No,facebook,y u no support gifs?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,140
116,Y U No,/Y-U-No,memegenerator,y u always down,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,139
117,Y U No,/Y-U-No,Mayans,Y u no finish calendar,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,138
118,Y U No,/Y-U-No,george,y u so curious,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,135
119,Y U No,/Y-U-No,people making arrow-knee joke:,y u no funny?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,134
120,Y U No,/Y-U-No,FRODO,y u no just fly on eagles into mordor?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,132
121,Y U No,/Y-U-No,angelina jolie,y u no take konys CHILDREN,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,132
122,Y U No,/Y-U-No,BACON,y u no stay same size when I cook you?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,131
123,Y U No,/Y-U-No,Gym teachers,Y U No healthy!?!?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,131
124,Y U No,/Y-U-No,SUPPORT GUY,Y U NO GIVE ME AMMO,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,130
125,Y U No,/Y-U-No,Pizza delivered at home,Y U NO LOOK LIKE IN THE IMAGE FROM THE SITE ?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,130
126,Y U No,/Y-U-No,Brain,Y u no think of something good to put here?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,130
127,Y U No,/Y-U-No,people on memegenerator,y u no have original ideas?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,130
128,Y U No,/Y-U-No,voice,y u no sound good when i sing?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,129
129,Y U No,/Y-U-No,chihuahua,y u no realize i can kick u,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,129
130,Y U No,/Y-U-No,victoria,y u no tell me secret?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,129
131,Y U No,/Y-U-No,hitler,y u no finish growing moustache?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,129
132,Y U No,/Y-U-No,alL THE OTHER KIDS WITH PUMPED UP KICKS,Y U NO RUN?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,128
133,Y U No,/Y-U-No,degree,y u no help me get job?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,128
134,Y U No,/Y-U-No,meme generator,y u no let me delete mistakes?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,128
135,Y U No,/Y-U-No,yahoo answers..,Y u no smart people?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,127
136,Y U No,/Y-U-No,adobe,y u no stop making updates,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,127
137,Y U No,/Y-U-No,MTV,Y﻿ U NO STICK WITH THE WHOLE MUSIC TV IDEA?!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,127
138,Y U No,/Y-U-No,I said glass of juice!,Not gas the jews!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,127
139,Y U No,/Y-U-No,Kanye West,Y u no let me finish!!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,126
140,Y U No,/Y-U-No,SKYRIM,Y U NO LET ME DO HOMEWORK,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,126
141,Y U No,/Y-U-No,WOODCHUCK,Y U NO CHUCK WOOD?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,126
142,Y U No,/Y-U-No,Mouse hand,y u so cold!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,125
143,Y U No,/Y-U-No,to all parents,y u no understand we cannot pause online games,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,124
144,Y U No,/Y-U-No,brock,y u no open eyes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,123
145,Y U No,/Y-U-No,Professor,Y u no think i don't have other classes?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,122
146,Y U No,/Y-U-No,Y u no load faster meme generator?,,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,122
147,Y U No,/Y-U-No,Facebook,Y u no have dislike button,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,122
148,Y U No,/Y-U-No,grades,y u no smoke weed and get high,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,120
149,Y U No,/Y-U-No,Classmates,Y U No Return PEns i borrow you,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,118
150,Y U No,/Y-U-No,memegenerator,y u no support lower case letters,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,118
151,Y U No,/Y-U-No,Youtube,y u no let me skip ad?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,118
152,Y U No,/Y-U-No,I LOVE YOU,Y U NO SEND ME NUDES,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,117
153,Y U No,/Y-U-No,UNITED STATES,Y U NO USE METRIC SYSTEM?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,116
154,Y U No,/Y-U-No,Sarcasm,Y u No work over text?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,116
155,Y U No,/Y-U-No,princess peach,y u no not stop being kidnapped,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,115
156,Y U No,/Y-U-No,Boys,"i made a milkshake, y u no in my yard?",/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,115
157,Y U No,/Y-U-No,CLOSE UP,Y U SO CLOSE,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,114
158,Y U No,/Y-U-No,ENEMY CORPSE,Y U NO LEAVE ME A DECENT GUN?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,114
159,Y U No,/Y-U-No,GOD,WHY Y U NO GIVE US EXTRA LIVES?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,113
160,Y U No,/Y-U-No,memegenerator,y u so slow?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,112
161,Y U No,/Y-U-No,weekends,y u no longer,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,110
162,Y U No,/Y-U-No,Edward,Y U NO DIE IN SUN,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,110
163,Y U No,/Y-U-No,strip clubs,y u no sell chicken strips,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,110
164,Y U No,/Y-U-No,skyrim guards,y u no wear knee armor!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,109
165,Y U No,/Y-U-No,justin bieber,y u no get killed,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,109
166,Y U No,/Y-U-No,Math,"y u no grow up, i don't want to solve all ur problems.",/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,107
167,Y U No,/Y-U-No,MEME GENERATOR,Y U NO REMOVE RANDOM TRIANGLE BETWEEN MY ARMS,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,105
168,Y U No,/Y-U-No,TOILET WATER,Y U NO LEAVE MY ASS ALONE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,105
169,Y U No,/Y-U-No,justin bieber,y u no choose a gender?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,105
170,Y U No,/Y-U-No,MEMEGENERATOR,GO FUCK YOURSELF,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,105
171,Y U No,/Y-U-No,INTERNET,Y U NO LET ME SLEEP?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,104
172,Y U No,/Y-U-No,smartphone users,y u no smart?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,104
173,Y U No,/Y-U-No,Wikipedia,y u no place some ads and stop askin 4 donation,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,103
174,Y U No,/Y-U-No,YES,Y U NO NO?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,102
175,Y U No,/Y-U-No,Facebook,Y u no have dislike button,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,102
176,Y U No,/Y-U-No,hollywood,y u no stop making crappy remakes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,102
177,Y U No,/Y-U-No,Timon and pumba,y u no have worries?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,101
178,Y U No,/Y-U-No,memegenerator,y u no let me see what memes i have created and what memes i like,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,101
179,Y U No,/Y-U-No,korean,y u no hang out with non-korean,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,101
180,Y U No,/Y-U-No,Fat people,Y u no stop cosplaying !,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,100
181,Y U No,/Y-U-No,SCHOOl.,Y U NO LET ME SLEEP?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,100
182,Y U No,/Y-U-No,NEIGHBOR,Y U WIFI SO SLOW?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,100
183,Y U No,/Y-U-No,Eminem,y u no afraid?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,100
184,Y U No,/Y-U-No,MEMEGENERATOR,GO FUCK YOURSELF,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,100
185,Y U No,/Y-U-No,you saw this picture,y u no click 'like'?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,99
186,Y U No,/Y-U-No,life,y u no ctrl-z,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,99
187,Y U No,/Y-U-No,new games,y u so short and easy?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,98
188,Y U No,/Y-U-No,harry potter,y u no use guns!?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,97
189,Y U No,/Y-U-No,everyone!,why u no stop for hammertime?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,96
190,Y U No,/Y-U-No,Justin bieber,y?!,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,95
191,Y U No,/Y-U-No,y you no studying,,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,95
192,Y U No,/Y-U-No,meme generator,y u no load faster?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,95
193,Y U No,/Y-U-No,ALARM CLOCK,y u no just stfu,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,94
194,Y U No,/Y-U-No,milkshakes,y u no bring boys to my yard,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,94
195,Y U No,/Y-U-No,Memegenerator.NET,Y u no iPhone app???,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,94
196,Y U No,/Y-U-No,i dont always make memes but wen i do,i use the wrong ones,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,94
197,Y U No,/Y-U-No,tarzan,y u no have beard,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,93
198,Y U No,/Y-U-No,Walking dead,y u no make more episodes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,92
199,Y U No,/Y-U-No,Ducks,Y u no make girl face?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,92
200,Y U No,/Y-U-No,loud fart,y u no quiet,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,91
201,Y U No,/Y-U-No,money,y u no grow on trees ?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,89
202,Y U No,/Y-U-No,My creator?,Y U No fill in triangle between arms?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,88
203,Y U No,/Y-U-No,Rolling stones,y u no get satisfaction?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,87
204,Y U No,/Y-U-No,god,why u no destroys mosquitoes,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,87
205,Y U No,/Y-U-No,GIRLS,Y U NO LIKE ME?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,85
206,Y U No,/Y-U-No,RUSSIANS,Y U NO GET YOUR OWN MEME-SITE?,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,85
207,Y U No,/Y-U-No,Microwave,y u heat bowl and not food,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,84
208,Y U No,/Y-U-No,DEAR SANTA CLAUS:,Y U NO EXIST,/u/as3ek/github/reversible-meme/data/images/Y-U-No.png,84
